Date,Close
6/9/2015 16:00:00,14.88
6/10/2015 16:00:00,15.03
6/11/2015 16:00:00,15.28
6/12/2015 16:00:00,15.23
6/15/2015 16:00:00,15.05
6/16/2015 16:00:00,15
6/17/2015 16:00:00,15.02
6/18/2015 16:00:00,15.14
6/19/2015 16:00:00,15.11
6/22/2015 16:00:00,15.13
6/23/2015 16:00:00,15.29
6/24/2015 16:00:00,15.5
6/25/2015 16:00:00,15.44
6/26/2015 16:00:00,15.4
6/29/2015 16:00:00,15.02
6/30/2015 16:00:00,15.01
7/1/2015 16:00:00,14.99
7/2/2015 16:00:00,14.87
7/6/2015 16:00:00,14.79
7/7/2015 16:00:00,14.85
7/8/2015 16:00:00,14.37
7/9/2015 16:00:00,14.33
7/10/2015 16:00:00,14.48
7/13/2015 16:00:00,14.64
7/14/2015 16:00:00,14.81
7/15/2015 16:00:00,14.75
7/16/2015 16:00:00,14.57
7/17/2015 16:00:00,14.69
7/20/2015 16:00:00,14.57
7/21/2015 16:00:00,14.51
7/22/2015 16:00:00,14.42
7/23/2015 16:00:00,14.61
7/24/2015 16:00:00,14.39
7/27/2015 16:00:00,14.55
7/28/2015 16:00:00,14.83
7/29/2015 16:00:00,15.21
7/30/2015 16:00:00,15.1
7/31/2015 16:00:00,14.83
8/3/2015 16:00:00,14.94
8/4/2015 16:00:00,14.91
8/5/2015 16:00:00,14.8
8/6/2015 16:00:00,14.83
8/7/2015 16:00:00,14.8
8/10/2015 16:00:00,14.99
8/11/2015 16:00:00,14.7
8/12/2015 16:00:00,14.68
8/13/2015 16:00:00,14.71
8/14/2015 16:00:00,14.78
8/17/2015 16:00:00,14.68
8/18/2015 16:00:00,14.83
8/19/2015 16:00:00,14.77
8/20/2015 16:00:00,14.43
8/21/2015 16:00:00,13.86
8/24/2015 16:00:00,13.19
8/25/2015 16:00:00,12.9
8/26/2015 16:00:00,13.21
8/27/2015 16:00:00,13.56
8/28/2015 16:00:00,13.74
8/31/2015 16:00:00,13.87
9/1/2015 16:00:00,13.72
9/2/2015 16:00:00,13.87
9/3/2015 16:00:00,13.84
9/4/2015 16:00:00,13.56
9/8/2015 16:00:00,13.67
9/9/2015 16:00:00,13.53
9/10/2015 16:00:00,13.73
9/11/2015 16:00:00,13.71
9/14/2015 16:00:00,13.78
9/15/2015 16:00:00,14.31
9/16/2015 16:00:00,14.64
9/17/2015 16:00:00,14.6
9/18/2015 16:00:00,14.28
9/21/2015 16:00:00,14.32
9/22/2015 16:00:00,13.92
9/23/2015 16:00:00,13.68
9/24/2015 16:00:00,13.65
9/25/2015 16:00:00,13.53
9/28/2015 16:00:00,13.12
9/29/2015 16:00:00,13.15
9/30/2015 16:00:00,13.57
10/1/2015 16:00:00,13.67
10/2/2015 16:00:00,13.99
10/5/2015 16:00:00,14.19
10/6/2015 16:00:00,14.31
10/7/2015 16:00:00,14.75
10/8/2015 16:00:00,14.99
10/9/2015 16:00:00,14.97
10/12/2015 16:00:00,14.98
10/13/2015 16:00:00,14.94
10/14/2015 16:00:00,15.01
10/15/2015 16:00:00,15.22
10/16/2015 16:00:00,15.28
10/19/2015 16:00:00,15.36
10/20/2015 16:00:00,15.38
10/21/2015 16:00:00,15.41
10/22/2015 16:00:00,15.58
10/23/2015 16:00:00,15.67
10/26/2015 16:00:00,15.68
10/27/2015 16:00:00,14.89
10/28/2015 16:00:00,14.97
10/29/2015 16:00:00,14.73
10/30/2015 16:00:00,14.81
11/2/2015 16:00:00,14.75
11/3/2015 16:00:00,14.81
11/4/2015 16:00:00,14.65
11/5/2015 16:00:00,14.57
11/6/2015 16:00:00,14.52
11/9/2015 16:00:00,14.33
11/10/2015 16:00:00,14.28
11/11/2015 16:00:00,14.31
11/12/2015 16:00:00,14.04
11/13/2015 16:00:00,13.92
11/16/2015 16:00:00,14.04
11/17/2015 16:00:00,14.15
11/18/2015 16:00:00,14.46
11/19/2015 16:00:00,14.57
11/20/2015 16:00:00,14.6
11/23/2015 16:00:00,14.55
11/24/2015 16:00:00,14.55
11/25/2015 16:00:00,14.55
11/27/2015 16:00:00,14.53
11/30/2015 16:00:00,14.33
12/1/2015 16:00:00,14.56
12/2/2015 16:00:00,14.26
12/3/2015 16:00:00,13.98
12/4/2015 16:00:00,14.2
12/7/2015 16:00:00,14.12
12/8/2015 16:00:00,13.97
12/9/2015 16:00:00,13.89
12/10/2015 16:00:00,13.96
12/11/2015 16:00:00,13.64
12/14/2015 16:00:00,13.62
12/15/2015 16:00:00,13.87
12/16/2015 16:00:00,14.36
12/17/2015 16:00:00,13.98
12/18/2015 16:00:00,13.8
12/21/2015 16:00:00,13.73
12/22/2015 16:00:00,14.2
12/23/2015 16:00:00,14.36
12/24/2015 16:00:00,14.31
12/28/2015 16:00:00,14.18
12/29/2015 16:00:00,14.23
12/30/2015 16:00:00,14.17
12/31/2015 16:00:00,14.09
1/4/2016 16:00:00,13.97
1/5/2016 16:00:00,13.72
1/6/2016 16:00:00,13.11
1/7/2016 16:00:00,12.7
1/8/2016 16:00:00,12.54
1/11/2016 16:00:00,12.77
1/12/2016 16:00:00,12.85
1/13/2016 16:00:00,12.2
1/14/2016 16:00:00,12.19
1/15/2016 16:00:00,11.97
1/19/2016 16:00:00,11.95
1/20/2016 16:00:00,11.9
1/21/2016 16:00:00,12.01
1/22/2016 16:00:00,12.14
1/25/2016 16:00:00,11.98
1/26/2016 16:00:00,12.26
1/27/2016 16:00:00,11.85
1/28/2016 16:00:00,11.71
1/29/2016 16:00:00,11.94
2/1/2016 16:00:00,12.07
2/2/2016 16:00:00,11.51
2/3/2016 16:00:00,11.46
2/4/2016 16:00:00,11.53
2/5/2016 16:00:00,11.45
2/8/2016 16:00:00,11.59
2/9/2016 16:00:00,11.35
2/10/2016 16:00:00,11.34
2/11/2016 16:00:00,11.17
2/12/2016 16:00:00,11.55
2/16/2016 16:00:00,11.87
2/17/2016 16:00:00,12.27
2/18/2016 16:00:00,12.26
2/19/2016 16:00:00,12.1
2/22/2016 16:00:00,12.56
2/23/2016 16:00:00,12.42
2/24/2016 16:00:00,12.08
2/25/2016 16:00:00,12.39
2/26/2016 16:00:00,12.47
2/29/2016 16:00:00,12.51
3/1/2016 16:00:00,13.09
3/2/2016 16:00:00,13.22
3/3/2016 16:00:00,13.54
3/4/2016 16:00:00,13.59
3/7/2016 16:00:00,13.62
3/8/2016 16:00:00,13.23
3/9/2016 16:00:00,13.19
3/10/2016 16:00:00,13.15
3/11/2016 16:00:00,13.29
3/14/2016 16:00:00,13.27
3/15/2016 16:00:00,13.23
3/16/2016 16:00:00,13.5
3/17/2016 16:00:00,13.47
3/18/2016 16:00:00,13.64
3/21/2016 16:00:00,13.66
3/22/2016 16:00:00,13.59
3/23/2016 16:00:00,13.26
3/24/2016 16:00:00,13.06
3/28/2016 16:00:00,13.09
3/29/2016 16:00:00,13.2
3/30/2016 16:00:00,13.35
3/31/2016 16:00:00,13.5
4/1/2016 16:00:00,13.1
4/4/2016 16:00:00,12.8
4/5/2016 16:00:00,12.77
4/6/2016 16:00:00,12.82
4/7/2016 16:00:00,12.52
4/8/2016 16:00:00,12.55
4/11/2016 16:00:00,12.66
4/12/2016 16:00:00,12.81
4/13/2016 16:00:00,13.06
4/14/2016 16:00:00,13.09
4/15/2016 16:00:00,12.94
4/18/2016 16:00:00,13.25
4/19/2016 16:00:00,13.44
4/20/2016 16:00:00,13.64
4/21/2016 16:00:00,13.65
4/22/2016 16:00:00,13.61
4/25/2016 16:00:00,13.58
4/26/2016 16:00:00,13.75
4/27/2016 16:00:00,13.66
4/28/2016 16:00:00,14.09
4/29/2016 16:00:00,13.56
5/2/2016 16:00:00,13.62
5/3/2016 16:00:00,13.43
5/4/2016 16:00:00,13.31
5/5/2016 16:00:00,13.32
5/6/2016 16:00:00,13.44
5/9/2016 16:00:00,13.32
5/10/2016 16:00:00,13.49
5/11/2016 16:00:00,13.32
5/12/2016 16:00:00,13.35
5/13/2016 16:00:00,13.22
5/16/2016 16:00:00,13.32
5/17/2016 16:00:00,13.14
5/18/2016 16:00:00,13.16
5/19/2016 16:00:00,13.09
5/20/2016 16:00:00,13.19
5/23/2016 16:00:00,13.13
5/24/2016 16:00:00,13.29
5/25/2016 16:00:00,13.52
5/26/2016 16:00:00,13.46
5/27/2016 16:00:00,13.45
5/31/2016 16:00:00,13.49
6/1/2016 16:00:00,13.11
6/2/2016 16:00:00,13.21
6/3/2016 16:00:00,13.04
6/6/2016 16:00:00,13.18
6/7/2016 16:00:00,13.38
6/8/2016 16:00:00,13.36
6/9/2016 16:00:00,13.26
6/10/2016 16:00:00,13.1
6/13/2016 16:00:00,12.98
6/14/2016 16:00:00,12.84
6/15/2016 16:00:00,13.01
6/16/2016 16:00:00,13.12
6/17/2016 16:00:00,13.26
6/20/2016 16:00:00,13.42
6/21/2016 16:00:00,13.22
6/22/2016 16:00:00,13.18
6/23/2016 16:00:00,13.4
6/24/2016 16:00:00,12.52
6/27/2016 16:00:00,12.16
6/28/2016 16:00:00,12.39
6/29/2016 16:00:00,12.55
6/30/2016 16:00:00,12.57
7/1/2016 16:00:00,12.72
7/5/2016 16:00:00,12.4
7/6/2016 16:00:00,12.57
7/7/2016 16:00:00,12.75
7/8/2016 16:00:00,13.09
7/11/2016 16:00:00,13.27
7/12/2016 16:00:00,13.45
7/13/2016 16:00:00,13.48
7/14/2016 16:00:00,13.59
7/15/2016 16:00:00,13.57
7/18/2016 16:00:00,13.65
7/19/2016 16:00:00,13.65
7/20/2016 16:00:00,13.74
7/21/2016 16:00:00,13.92
7/22/2016 16:00:00,13.84
7/25/2016 16:00:00,13.83
7/26/2016 16:00:00,13.86
7/27/2016 16:00:00,13.84
7/28/2016 16:00:00,12.71
7/29/2016 16:00:00,12.66
8/1/2016 16:00:00,12.48
8/2/2016 16:00:00,11.94
8/3/2016 16:00:00,12.13
8/4/2016 16:00:00,12.08
8/5/2016 16:00:00,12.19
8/8/2016 16:00:00,12.18
8/9/2016 16:00:00,12.31
8/10/2016 16:00:00,12.25
8/11/2016 16:00:00,12.31
8/12/2016 16:00:00,12.33
8/15/2016 16:00:00,12.43
8/16/2016 16:00:00,12.34
8/17/2016 16:00:00,12.39
8/18/2016 16:00:00,12.33
8/19/2016 16:00:00,12.39
8/22/2016 16:00:00,12.36
8/23/2016 16:00:00,12.42
8/24/2016 16:00:00,12.3
8/25/2016 16:00:00,12.47
8/26/2016 16:00:00,12.38
8/29/2016 16:00:00,12.47
8/30/2016 16:00:00,12.55
8/31/2016 16:00:00,12.6
9/1/2016 16:00:00,12.44
9/2/2016 16:00:00,12.5
9/6/2016 16:00:00,12.67
9/7/2016 16:00:00,12.7
9/8/2016 16:00:00,12.73
9/9/2016 16:00:00,12.38
9/12/2016 16:00:00,12.7
9/13/2016 16:00:00,12.38
9/14/2016 16:00:00,12.14
9/15/2016 16:00:00,12.11
9/16/2016 16:00:00,12.11
9/19/2016 16:00:00,12.11
9/20/2016 16:00:00,12
9/21/2016 16:00:00,12.09
9/22/2016 16:00:00,12.18
9/23/2016 16:00:00,12.17
9/26/2016 16:00:00,12.01
9/27/2016 16:00:00,11.98
9/28/2016 16:00:00,12.09
9/29/2016 16:00:00,11.97
9/30/2016 16:00:00,12.07
10/3/2016 16:00:00,12.1
10/4/2016 16:00:00,12.2
10/5/2016 16:00:00,12.48
10/6/2016 16:00:00,12.39
10/7/2016 16:00:00,12.29
10/10/2016 16:00:00,12.12
10/11/2016 16:00:00,11.99
10/12/2016 16:00:00,11.96
10/13/2016 16:00:00,11.91
10/14/2016 16:00:00,11.91
10/17/2016 16:00:00,11.88
10/18/2016 16:00:00,11.89
10/19/2016 16:00:00,12.01
10/20/2016 16:00:00,11.97
10/21/2016 16:00:00,12.02
10/24/2016 16:00:00,12.19
10/25/2016 16:00:00,11.85
10/26/2016 16:00:00,11.88
10/27/2016 16:00:00,11.74
10/28/2016 16:00:00,11.72
10/31/2016 16:00:00,11.74
11/1/2016 16:00:00,11.61
11/2/2016 16:00:00,11.4
11/3/2016 16:00:00,11.35
11/4/2016 16:00:00,11.34
11/7/2016 16:00:00,11.58
11/8/2016 16:00:00,11.48
11/9/2016 16:00:00,11.58
11/10/2016 16:00:00,11.94
11/11/2016 16:00:00,12.28
11/14/2016 16:00:00,12.06
11/15/2016 16:00:00,12.04
11/16/2016 16:00:00,12
11/17/2016 16:00:00,11.87
11/18/2016 16:00:00,11.76
11/21/2016 16:00:00,11.79
11/22/2016 16:00:00,11.89
11/23/2016 16:00:00,11.9
11/25/2016 16:00:00,12.04
11/28/2016 16:00:00,11.92
11/29/2016 16:00:00,11.92
11/30/2016 16:00:00,11.96
12/1/2016 16:00:00,12.43
12/2/2016 16:00:00,12.24
12/5/2016 16:00:00,12.44
12/6/2016 16:00:00,12.56
12/7/2016 16:00:00,13.06
12/8/2016 16:00:00,13.03
12/9/2016 16:00:00,13.17
12/12/2016 16:00:00,12.82
12/13/2016 16:00:00,12.77
12/14/2016 16:00:00,12.53
12/15/2016 16:00:00,12.58
12/16/2016 16:00:00,12.63
12/19/2016 16:00:00,12.66
12/20/2016 16:00:00,12.78
12/21/2016 16:00:00,12.64
12/22/2016 16:00:00,12.4
12/23/2016 16:00:00,12.46
12/27/2016 16:00:00,12.39
12/28/2016 16:00:00,12.25
12/29/2016 16:00:00,12.23
12/30/2016 16:00:00,12.13
1/3/2017 16:00:00,12.59
1/4/2017 16:00:00,13.17
1/5/2017 16:00:00,12.77
1/6/2017 16:00:00,12.76
1/9/2017 16:00:00,12.63
1/10/2017 16:00:00,12.85
1/11/2017 16:00:00,12.67
1/12/2017 16:00:00,12.59
1/13/2017 16:00:00,12.63
1/17/2017 16:00:00,12.61
1/18/2017 16:00:00,12.41
1/19/2017 16:00:00,12.43
1/20/2017 16:00:00,12.36
1/23/2017 16:00:00,12.31
1/24/2017 16:00:00,12.61
1/25/2017 16:00:00,12.79
1/26/2017 16:00:00,12.37
1/27/2017 16:00:00,12.49
1/30/2017 16:00:00,12.37
1/31/2017 16:00:00,12.36
2/1/2017 16:00:00,12.32
2/2/2017 16:00:00,12.28
2/3/2017 16:00:00,12.56
2/6/2017 16:00:00,12.52
2/7/2017 16:00:00,12.34
2/8/2017 16:00:00,12.38
2/9/2017 16:00:00,12.38
2/10/2017 16:00:00,12.51
2/13/2017 16:00:00,12.56
2/14/2017 16:00:00,12.65
2/15/2017 16:00:00,12.63
2/16/2017 16:00:00,12.54
2/17/2017 16:00:00,12.58
2/21/2017 16:00:00,12.69
2/22/2017 16:00:00,12.67
2/23/2017 16:00:00,12.56
2/24/2017 16:00:00,12.47
2/27/2017 16:00:00,12.66
2/28/2017 16:00:00,12.53
3/1/2017 16:00:00,12.69
3/2/2017 16:00:00,12.66
3/3/2017 16:00:00,12.65
3/6/2017 16:00:00,12.52
3/7/2017 16:00:00,12.46
3/8/2017 16:00:00,12.53
3/9/2017 16:00:00,12.5
3/10/2017 16:00:00,12.53
3/13/2017 16:00:00,12.54
3/14/2017 16:00:00,12.55
3/15/2017 16:00:00,12.65
3/16/2017 16:00:00,12.7
3/17/2017 16:00:00,12.48
3/20/2017 16:00:00,12.28
3/21/2017 16:00:00,11.72
3/22/2017 16:00:00,11.77
3/23/2017 16:00:00,11.67
3/24/2017 16:00:00,11.62
3/27/2017 16:00:00,11.46
3/28/2017 16:00:00,11.65
3/29/2017 16:00:00,11.68
3/30/2017 16:00:00,11.68
3/31/2017 16:00:00,11.64
4/3/2017 16:00:00,11.44
4/4/2017 16:00:00,11.37
4/5/2017 16:00:00,11.26
4/6/2017 16:00:00,11.27
4/7/2017 16:00:00,11.23
4/10/2017 16:00:00,11.25
4/11/2017 16:00:00,11.28
4/12/2017 16:00:00,11.23
4/13/2017 16:00:00,11.11
4/17/2017 16:00:00,11.28
4/18/2017 16:00:00,11.14
4/19/2017 16:00:00,11.19
4/20/2017 16:00:00,11.47
4/21/2017 16:00:00,11.34
4/24/2017 16:00:00,11.43
4/25/2017 16:00:00,11.48
4/26/2017 16:00:00,11.6
4/27/2017 16:00:00,11.47
4/28/2017 16:00:00,11.47
5/1/2017 16:00:00,11.42
5/2/2017 16:00:00,10.92
5/3/2017 16:00:00,11.07
5/4/2017 16:00:00,11
5/5/2017 16:00:00,11.14
5/8/2017 16:00:00,11.13
5/9/2017 16:00:00,11.16
5/10/2017 16:00:00,11.04
5/11/2017 16:00:00,11.01
5/12/2017 16:00:00,10.92
5/15/2017 16:00:00,10.94
5/16/2017 16:00:00,10.94
5/17/2017 16:00:00,10.76
5/18/2017 16:00:00,10.79
5/19/2017 16:00:00,10.87
5/22/2017 16:00:00,11.1
5/23/2017 16:00:00,11.05
5/24/2017 16:00:00,10.96
5/25/2017 16:00:00,10.86
5/26/2017 16:00:00,10.93
5/30/2017 16:00:00,11.08
5/31/2017 16:00:00,11.12
6/1/2017 16:00:00,11.41
6/2/2017 16:00:00,11.35
6/5/2017 16:00:00,11.25
6/6/2017 16:00:00,11.12
6/7/2017 16:00:00,11.07
6/8/2017 16:00:00,11.1
6/9/2017 16:00:00,11.13
6/12/2017 16:00:00,11.28
6/13/2017 16:00:00,11.27
6/14/2017 16:00:00,11.22
6/15/2017 16:00:00,11.24
6/16/2017 16:00:00,11.22
6/19/2017 16:00:00,11.24
6/20/2017 16:00:00,11.12
6/21/2017 16:00:00,11.04
6/22/2017 16:00:00,11.13
6/23/2017 16:00:00,11.04
6/26/2017 16:00:00,11.18
6/27/2017 16:00:00,11.08
6/28/2017 16:00:00,11.09
6/29/2017 16:00:00,11.17
6/30/2017 16:00:00,11.19
7/3/2017 16:00:00,11.56
7/5/2017 16:00:00,11.3
7/6/2017 16:00:00,11.18
7/7/2017 16:00:00,11.26
7/10/2017 16:00:00,11.34
7/11/2017 16:00:00,11.38
7/12/2017 16:00:00,11.47
7/13/2017 16:00:00,11.6
7/14/2017 16:00:00,11.68
7/17/2017 16:00:00,11.74
7/18/2017 16:00:00,11.75
7/19/2017 16:00:00,11.83
7/20/2017 16:00:00,11.7
7/21/2017 16:00:00,11.53
7/24/2017 16:00:00,11.29
7/25/2017 16:00:00,11.27
7/26/2017 16:00:00,11.06
7/27/2017 16:00:00,11.18
7/28/2017 16:00:00,11.17
7/31/2017 16:00:00,11.22
8/1/2017 16:00:00,10.95
8/2/2017 16:00:00,11
8/3/2017 16:00:00,10.93
8/4/2017 16:00:00,10.95
8/7/2017 16:00:00,10.92
8/8/2017 16:00:00,10.89
8/9/2017 16:00:00,10.92
8/10/2017 16:00:00,10.77
8/11/2017 16:00:00,10.77
8/14/2017 16:00:00,10.91
8/15/2017 16:00:00,10.84
8/16/2017 16:00:00,10.8
8/17/2017 16:00:00,10.64
8/18/2017 16:00:00,10.56
8/21/2017 16:00:00,10.57
8/22/2017 16:00:00,10.65
8/23/2017 16:00:00,10.71
8/24/2017 16:00:00,10.71
8/25/2017 16:00:00,10.82
8/28/2017 16:00:00,10.79
8/29/2017 16:00:00,10.84
8/30/2017 16:00:00,10.94
8/31/2017 16:00:00,11.03
9/1/2017 16:00:00,11.35
9/5/2017 16:00:00,11.36
9/6/2017 16:00:00,11.5
9/7/2017 16:00:00,11.4
9/8/2017 16:00:00,11.36
9/11/2017 16:00:00,11.41
9/12/2017 16:00:00,11.59
9/13/2017 16:00:00,11.62
9/14/2017 16:00:00,11.56
9/15/2017 16:00:00,11.62
9/18/2017 16:00:00,11.63
9/19/2017 16:00:00,11.72
9/20/2017 16:00:00,11.72
9/21/2017 16:00:00,11.72
9/22/2017 16:00:00,11.84
9/25/2017 16:00:00,11.94
9/26/2017 16:00:00,11.93
9/27/2017 16:00:00,11.95
9/28/2017 16:00:00,11.96
9/29/2017 16:00:00,11.97
10/2/2017 16:00:00,12.09
10/3/2017 16:00:00,12.34
10/4/2017 16:00:00,12.3
10/5/2017 16:00:00,12.25
10/6/2017 16:00:00,12.31
10/9/2017 16:00:00,12.34
10/10/2017 16:00:00,12.39
10/11/2017 16:00:00,12.38
10/12/2017 16:00:00,12.12
10/13/2017 16:00:00,12.05
10/16/2017 16:00:00,12.12
10/17/2017 16:00:00,12.27
10/18/2017 16:00:00,12.19
10/19/2017 16:00:00,12.23
10/20/2017 16:00:00,12.1
10/23/2017 16:00:00,12.04
10/24/2017 16:00:00,12.19
10/25/2017 16:00:00,12.04
10/26/2017 16:00:00,12.27
10/27/2017 16:00:00,12.06
10/30/2017 16:00:00,12.1
10/31/2017 16:00:00,12.27
11/1/2017 16:00:00,12.35
11/2/2017 16:00:00,12.42
11/3/2017 16:00:00,12.36
11/6/2017 16:00:00,12.33
11/7/2017 16:00:00,12.16
11/8/2017 16:00:00,12.06
11/9/2017 16:00:00,12.04
11/10/2017 16:00:00,12.01
11/13/2017 16:00:00,12.16
11/14/2017 16:00:00,12.02
11/15/2017 16:00:00,12
11/16/2017 16:00:00,12.04
11/17/2017 16:00:00,12.01
11/20/2017 16:00:00,12.13
11/21/2017 16:00:00,12.12
11/22/2017 16:00:00,12.07
11/24/2017 13:00:00,12.1
11/27/2017 16:00:00,12.11
11/28/2017 16:00:00,12.21
11/29/2017 16:00:00,12.56
11/30/2017 16:00:00,12.52
12/1/2017 16:00:00,12.58
12/4/2017 16:00:00,12.63
12/5/2017 16:00:00,12.43
12/6/2017 16:00:00,12.38
12/7/2017 16:00:00,12.53
12/8/2017 16:00:00,12.61
12/11/2017 16:00:00,12.58
12/12/2017 16:00:00,12.6
12/13/2017 16:00:00,12.63
12/14/2017 16:00:00,12.46
12/15/2017 16:00:00,12.58
12/18/2017 16:00:00,12.66
12/19/2017 16:00:00,12.69
12/20/2017 16:00:00,12.72
12/21/2017 16:00:00,12.63
12/22/2017 16:00:00,12.58
12/26/2017 16:00:00,12.6
12/27/2017 16:00:00,12.5
12/28/2017 16:00:00,12.58
12/29/2017 16:00:00,12.49
1/2/2018 16:00:00,12.66
1/3/2018 16:00:00,12.76
1/4/2018 16:00:00,12.98
1/5/2018 16:00:00,13.2
1/8/2018 16:00:00,13.15
1/9/2018 16:00:00,13.08
1/10/2018 16:00:00,13.03
1/11/2018 16:00:00,13.16
1/12/2018 16:00:00,13.23
1/16/2018 16:00:00,13.1
1/17/2018 16:00:00,12.18
1/18/2018 16:00:00,12.07
1/19/2018 16:00:00,12
1/22/2018 16:00:00,12.02
1/23/2018 16:00:00,11.96
1/24/2018 16:00:00,12.05
1/25/2018 16:00:00,11.57
1/26/2018 16:00:00,11.65
1/29/2018 16:00:00,11.12
1/30/2018 16:00:00,11.06
1/31/2018 16:00:00,10.97
2/1/2018 16:00:00,10.92
2/2/2018 16:00:00,10.71
2/5/2018 16:00:00,10.24
2/6/2018 16:00:00,10.76
2/7/2018 16:00:00,10.76
2/8/2018 16:00:00,10.43
2/9/2018 16:00:00,10.53
2/12/2018 16:00:00,10.7
2/13/2018 16:00:00,10.59
2/14/2018 16:00:00,10.74
2/15/2018 16:00:00,10.76
2/16/2018 16:00:00,10.61
2/20/2018 16:00:00,10.63
2/21/2018 16:00:00,10.6
2/22/2018 16:00:00,10.63
2/23/2018 16:00:00,10.7
2/26/2018 16:00:00,10.89
2/27/2018 16:00:00,10.61
2/28/2018 16:00:00,10.61
3/1/2018 16:00:00,10.29
3/2/2018 16:00:00,10.4
3/5/2018 16:00:00,10.58
3/6/2018 16:00:00,10.63
3/7/2018 16:00:00,10.63
3/8/2018 16:00:00,10.61
3/9/2018 16:00:00,10.73
3/12/2018 16:00:00,10.81
3/13/2018 16:00:00,10.78
3/14/2018 16:00:00,11.02
3/15/2018 16:00:00,11.07
3/16/2018 16:00:00,11.15
3/19/2018 16:00:00,11.01
3/20/2018 16:00:00,10.99
3/21/2018 16:00:00,11.1
3/22/2018 16:00:00,10.75
3/23/2018 16:00:00,10.56
3/26/2018 16:00:00,10.83
3/27/2018 16:00:00,10.83
3/28/2018 16:00:00,10.86
3/29/2018 16:00:00,11.08
4/2/2018 16:00:00,10.86
4/3/2018 16:00:00,11.15
4/4/2018 16:00:00,11.33
4/5/2018 16:00:00,11.35
4/6/2018 16:00:00,11.18
4/9/2018 16:00:00,11.25
4/10/2018 16:00:00,11.45
4/11/2018 16:00:00,11.43
4/12/2018 16:00:00,11.31
4/13/2018 16:00:00,11.28
4/16/2018 16:00:00,11.38
4/17/2018 16:00:00,11.38
4/18/2018 16:00:00,11.33
4/19/2018 16:00:00,10.96
4/20/2018 16:00:00,10.82
4/23/2018 16:00:00,11.04
4/24/2018 16:00:00,10.96
4/25/2018 16:00:00,11.11
4/26/2018 16:00:00,11.43
4/27/2018 16:00:00,11.49
4/30/2018 16:00:00,11.24
5/1/2018 16:00:00,11.26
5/2/2018 16:00:00,11.21
5/3/2018 16:00:00,11.2
5/4/2018 16:00:00,11.36
5/7/2018 16:00:00,11.34
5/8/2018 16:00:00,11.27
5/9/2018 16:00:00,11.06
5/10/2018 16:00:00,11.21
5/11/2018 16:00:00,11.19
5/14/2018 16:00:00,11.18
5/15/2018 16:00:00,11.22
5/16/2018 16:00:00,11.4
5/17/2018 16:00:00,11.46
5/18/2018 16:00:00,11.46
5/21/2018 16:00:00,11.51
5/22/2018 16:00:00,11.52
5/23/2018 16:00:00,11.44
5/24/2018 16:00:00,11.62
5/25/2018 16:00:00,11.51
5/29/2018 16:00:00,11.44
5/30/2018 16:00:00,11.55
5/31/2018 16:00:00,11.55
6/1/2018 16:00:00,11.71
6/4/2018 16:00:00,11.74
6/5/2018 16:00:00,11.83
